,기준년월(STD_YM),성별코드(SEX_CD),연령대코드(AGE_CD),시간대코드(TIME_CD),구매_고객수(ACC_CNT),구매건수(PURH_CNT),구매금액(PURH_AMT),구매지역(PURH_AREA),구매_시도명(P_SIDO_NM),구매_시군구명(P_SIGNGU_NM),구매_읍면동명(P_EMD_NM),세부분류코드(DETAL_CLASS_CD),세부분류명(DETAL_CLASS_NM),통계청분류코드(STAT_CLASS_CD),통계청분류명(STAT_CLASS_NM)
219,201908,2,5,4,1,3,4000,11410620,서울특별시,서대문구,홍제제1동,1050105,보리탄산,A,식료품 및 비주류음료
220,201905,2,5,3,1,1,2000,46130,전라남도,여수시,,5030701,핫팩/쿨팩,E,가정용품 및 가사 서비스
221,201808,1,3,5,1,1,6000,11680521,서울특별시,강남구,논현1동,1011809,조리냉장탕류,A,식료품 및 비주류음료
222,201910,1,3,4,1,1,284000,11230740,서울특별시,동대문구,이문제1동,1011899,기타레토르트식품,A,식료품 및 비주류음료
223,201909,1,3,5,1,1,2000,11710680,서울특별시,송파구,잠실3동,5010302,숟가락/젓가락,E,가정용품 및 가사 서비스
224,201804,2,5,2,1,2,3000,11440555,서울특별시,마포구,아현동,1050203,100%과즙음료,A,식료품 및 비주류음료
225,201904,1,5,3,1,1,7000,41310,경기도,구리시,,1030101,식빵류,A,식료품 및 비주류음료
226,201804,1,3,5,1,1,2000,11470550,서울특별시,양천구,목5동,1011601,일반두부,A,식료품 및 비주류음료
227,201903,2,2,5,1,1,22000,11320690,서울특별시,도봉구,방학제1동,5020205,쓰레기봉투,E,가정용품 및 가사 서비스
228,201807,1,4,5,1,2,9000,41830,경기도,양평군,,1030102,과자빵류,A,식료품 및 비주류음료
229,201808,2,5,6,1,1,2000,11305534,서울특별시,강북구,삼양동,1020503,일반케익,A,식료품 및 비주류음료
230,201804,2,2,3,1,2,2000,27260,대구광역시,수성구,,1011601,일반두부,A,식료품 및 비주류음료
231,201810,1,5,3,1,3,2000,11140540,서울특별시,중구,회현동,1080101,맥주,B,주류 및 담배
232,201803,2,3,3,1,1,2000,11680656,서울특별시,강남구,도곡2동,1010901,샐러드류,A,식료품 및 비주류음료
233,201808,2,3,3,1,1,7000,11710680,서울특별시,송파구,잠실3동,1070302,미가공해수어,A,식료품 및 비주류음료
234,201801,2,4,3,1,1,12000,11620725,서울특별시,관악구,조원동,1010513,해바라기유,A,식료품 및 비주류음료
235,201801,1,5,5,1,1,5000,41500,경기도,이천시,,1070102,서류,A,식료품 및 비주류음료
236,201807,2,2,2,1,2,4000,11170625,서울특별시,용산구,한강로동,1070109,과수,A,식료품 및 비주류음료
237,201903,2,5,5,1,1,4000,11650530,서울특별시,서초구,서초3동,9029999,기타패션잡화,C,의류 및 신발
238,201801,1,3,4,2,7,39000,11170560,서울특별시,용산구,원효로제1동,1070110,특용작물,A,식료품 및 비주류음료
239,201812,1,5,4,1,1,12000,11170560,서울특별시,용산구,원효로제1동,1020603,소맥스낵,A,식료품 및 비주류음료
240,201905,2,3,5,1,1,5000,41117,경기도,수원시 영통구,,1010203,케첩,A,식료품 및 비주류음료
241,201801,2,4,5,1,7,8000,11380530,서울특별시,은평구,불광제2동,1050801,생수,A,식료품 및 비주류음료
242,201904,1,3,5,3,3,4000,11290780,서울특별시,성북구,장위제3동,1011308,한천,A,식료품 및 비주류음료
243,201801,2,4,5,1,1,2000,11350621,서울특별시,노원구,중계1동,1080102,소주,B,주류 및 담배
244,201911,1,3,6,1,1,3000,11440555,서울특별시,마포구,아현동,1060204,저지방우유,A,식료품 및 비주류음료
245,201803,1,4,3,1,1,19000,11545610,서울특별시,금천구,독산제1동,1070302,미가공해수어,A,식료품 및 비주류음료
246,201904,2,3,4,1,1,20000,11230660,서울특별시,동대문구,장안제2동,1010708,봉지라면,A,식료품 및 비주류음료
247,201805,2,6,3,1,1,1000,41830,경기도,양평군,,1011808,간편식육제품류,A,식료품 및 비주류음료
248,201909,2,5,5,2,1,13000,11650510,서울특별시,서초구,서초1동,1020301,소프트비스켓,A,식료품 및 비주류음료
249,201912,2,5,5,1,1,1000,11350621,서울특별시,노원구,중계1동,1020704,씨리얼,A,식료품 및 비주류음료
250,201802,2,3,6,1,2,6000,11200560,서울특별시,성동구,행당제1동,1070107,근채류,A,식료품 및 비주류음료
251,201901,2,2,5,1,1,7000,11680656,서울특별시,강남구,도곡2동,2010503,탈취제,E,가정용품 및 가사 서비스
252,201803,2,6,3,1,2,3000,42130,강원도,원주시,,2010201,세탁세제,E,가정용품 및 가사 서비스
253,201801,2,4,4,1,1,8000,11290660,서울특별시,성북구,길음제1동,3039901,이미용소품,L,기타 상품 및 서비스
254,201904,2,7,5,1,2,8000,11320670,서울특별시,도봉구,쌍문제2동,1080110,탁주,B,주류 및 담배
255,201810,1,2,5,1,2,5000,11380690,서울특별시,은평구,진관동,1050203,100%과즙음료,A,식료품 및 비주류음료
256,201807,2,5,6,1,1,8000,11230560,서울특별시,동대문구,전농제1동,1050701,유자차,A,식료품 및 비주류음료
257,201904,2,6,4,1,4,2000,11200570,서울특별시,성동구,행당제2동,1011806,간편죽류,A,식료품 및 비주류음료
258,201809,2,5,1,1,1,7000,11680610,서울특별시,강남구,대치2동,1030101,식빵류,A,식료품 및 비주류음료
259,201805,2,6,6,1,1,8000,11500620,서울특별시,강서구,공항동,1011602,순두부,A,식료품 및 비주류음료
260,201808,1,6,4,1,1,1000,11560535,서울특별시,영등포구,영등포동,1070109,과수,A,식료품 및 비주류음료
261,201910,1,3,5,1,1,3000,11320690,서울특별시,도봉구,방학제1동,1010603,베이컨류,A,식료품 및 비주류음료
262,201910,2,2,4,1,1,12000,11440600,서울특별시,마포구,대흥동,1010404,계피,A,식료품 및 비주류음료
263,201802,2,5,5,1,2,23000,11680656,서울특별시,강남구,도곡2동,1020203,연양갱,A,식료품 및 비주류음료
264,201812,1,5,5,1,2,1000,11650531,서울특별시,서초구,서초4동,3010402,립글로스,L,기타 상품 및 서비스
265,201805,1,5,3,1,2,13000,11170560,서울특별시,용산구,원효로제1동,1080102,소주,B,주류 및 담배
266,201806,2,3,3,1,5,13000,11680640,서울특별시,강남구,역삼1동,1020704,씨리얼,A,식료품 및 비주류음료
267,201910,2,4,6,1,6,3000,11380530,서울특별시,은평구,불광제2동,1011501,어묵,A,식료품 및 비주류음료
268,201807,2,3,4,1,2,5000,11650530,서울특별시,서초구,서초3동,1030101,식빵류,A,식료품 및 비주류음료
269,201905,1,4,5,1,1,5000,11320690,서울특별시,도봉구,방학제1동,1010102,종합조미료,A,식료품 및 비주류음료
270,201902,2,4,4,1,3,1000,11440630,서울특별시,마포구,신수동,1070201,달걀,A,식료품 및 비주류음료
271,201812,2,5,6,1,3,25000,42150,강원도,강릉시,,1070109,과수,A,식료품 및 비주류음료
272,201809,2,5,4,1,1,6000,11560610,서울특별시,영등포구,양평제1동,1080102,소주,B,주류 및 담배
273,201903,2,4,6,1,1,5000,11350630,서울특별시,노원구,상계1동,1011601,일반두부,A,식료품 및 비주류음료
274,201807,2,3,4,1,1,8000,11620630,서울특별시,관악구,남현동,3030203,화장솜,L,기타 상품 및 서비스
275,201912,2,7,6,1,1,4000,11410620,서울특별시,서대문구,홍제제1동,1020601,옥수수스낵,A,식료품 및 비주류음료
276,201801,1,4,5,1,3,1000,11260690,서울특별시,중랑구,신내2동,1010605,바베큐류,A,식료품 및 비주류음료
277,201809,2,4,3,1,1,1000,11320690,서울특별시,도봉구,방학제1동,1011301,건오징어류,A,식료품 및 비주류음료
278,201911,1,2,5,1,1,2000,11380690,서울특별시,은평구,진관동,1070201,달걀,A,식료품 및 비주류음료
279,201804,1,3,5,1,1,3000,11560535,서울특별시,영등포구,영등포동,1030103,호빵/찐빵류,A,식료품 및 비주류음료
280,201907,1,3,5,1,1,3000,11380690,서울특별시,은평구,진관동,1090105,율무차,A,식료품 및 비주류음료
281,201805,2,5,5,3,2,44000,11710710,서울특별시,송파구,잠실6동,1070110,특용작물,A,식료품 및 비주류음료
282,201909,1,4,5,1,2,11000,11560535,서울특별시,영등포구,영등포동,1011805,간편탕류,A,식료품 및 비주류음료
283,201805,2,2,2,1,1,8000,41461,경기도,용인시 처인구,,5020302,세탁바구니,E,가정용품 및 가사 서비스
284,201803,2,6,2,1,1,2000,11380552,서울특별시,은평구,갈현제2동,1050699,기타차음료,A,식료품 및 비주류음료
285,201808,2,5,5,1,1,4000,11350700,서울특별시,노원구,상계8동,1020708,과일젤리류,A,식료품 및 비주류음료
286,201902,1,4,5,1,1,1000,11530530,서울특별시,구로구,구로제2동,1070111,콩(숙주)나물,A,식료품 및 비주류음료
287,201903,2,5,5,2,1,8000,11380690,서울특별시,은평구,진관동,1100101,담배,B,주류 및 담배
288,201802,1,4,4,1,2,7000,11215860,서울특별시,광진구,구의제2동,1011501,어묵,A,식료품 및 비주류음료
289,201808,2,7,5,1,1,5000,11545610,서울특별시,금천구,독산제1동,1070108,조미채소,A,식료품 및 비주류음료
290,201811,2,6,5,1,1,2000,41310,경기도,구리시,,1011107,축산소재류(냉장/냉동),A,식료품 및 비주류음료
291,201912,2,3,5,1,2,48000,11560610,서울특별시,영등포구,양평제1동,1010901,샐러드류,A,식료품 및 비주류음료
292,201903,2,4,4,1,1,8000,11410660,서울특별시,서대문구,홍은제1동,1010601,소시지류,A,식료품 및 비주류음료
293,201806,2,7,3,1,1,3000,11560535,서울특별시,영등포구,영등포동,1069902,치즈,A,식료품 및 비주류음료
294,201804,1,6,2,1,1,1000,11710680,서울특별시,송파구,잠실3동,1010708,봉지라면,A,식료품 및 비주류음료
295,201802,2,3,5,1,1,3000,11530540,서울특별시,구로구,구로제3동,1010601,소시지류,A,식료품 및 비주류음료
296,201804,2,4,5,1,1,2000,11230660,서울특별시,동대문구,장안제2동,1070107,근채류,A,식료품 및 비주류음료
297,201909,2,4,5,1,1,6000,44133,충청남도,천안시 서북구,,1011306,김,A,식료품 및 비주류음료
298,201812,2,7,4,1,1,3000,42130,강원도,원주시,,1060204,저지방우유,A,식료품 및 비주류음료
299,201910,2,4,5,1,1,4000,11545610,서울특별시,금천구,독산제1동,1070302,미가공해수어,A,식료품 및 비주류음료
300,201908,2,4,4,1,1,5000,11230560,서울특별시,동대문구,전농제1동,1070399,기타수산물,A,식료품 및 비주류음료
301,201809,2,6,5,1,1,28000,28185,인천광역시,연수구,,1010604,캔햄류,A,식료품 및 비주류음료
302,201905,2,3,4,1,2,7000,11380530,서울특별시,은평구,불광제2동,1050203,100%과즙음료,A,식료품 및 비주류음료
303,201801,2,3,5,1,1,1000,11650540,서울특별시,서초구,잠원동,1070106,엽채류,A,식료품 및 비주류음료
304,201912,1,2,2,1,1,1000,11140540,서울특별시,중구,회현동,1070109,과수,A,식료품 및 비주류음료
305,201902,2,5,6,1,6,10000,11380690,서울특별시,은평구,진관동,2020199,기타애완동물먹이,E,가정용품 및 가사 서비스
306,201901,2,5,5,1,1,8000,11320690,서울특별시,도봉구,방학제1동,1011005,단무지,A,식료품 및 비주류음료
307,201908,2,4,5,1,1,17000,11260590,서울특별시,중랑구,상봉제2동,1011601,일반두부,A,식료품 및 비주류음료
308,201909,1,6,6,1,1,6000,11680700,서울특별시,강남구,세곡동,1011107,축산소재류(냉장/냉동),A,식료품 및 비주류음료
309,201908,2,5,5,1,1,6000,11560535,서울특별시,영등포구,영등포동,1050617,유산균음료,A,식료품 및 비주류음료
310,201908,1,3,4,1,1,14000,11305555,서울특별시,강북구,송천동,1011804,가공밥,A,식료품 및 비주류음료
311,201809,2,2,6,1,2,5000,11545610,서울특별시,금천구,독산제1동,1030199,기타빵/케익/떡류,A,식료품 및 비주류음료
312,201908,1,5,5,1,9,29000,11560700,서울특별시,영등포구,대림제1동,1030102,과자빵류,A,식료품 및 비주류음료
313,201911,2,5,4,1,2,2000,11740610,서울특별시,강동구,천호제2동,1040103,홈 아이스크림,A,식료품 및 비주류음료
314,201904,2,6,4,1,1,4000,11710642,서울특별시,송파구,문정2동,3010407,마스카라,L,기타 상품 및 서비스
315,201811,2,7,5,1,1,3000,41150,경기도,의정부시,,1070103,잡곡,A,식료품 및 비주류음료
316,201908,2,4,6,1,4,15000,11215870,서울특별시,광진구,구의제3동,2010306,물티슈,E,가정용품 및 가사 서비스
317,201809,2,3,4,1,1,2000,11545610,서울특별시,금천구,독산제1동,4010708,파티및장식소품,J,교육
318,201808,2,4,4,1,1,2000,11500535,서울특별시,강서구,등촌제3동,1010708,봉지라면,A,식료품 및 비주류음료
319,201907,1,7,3,1,3,2000,11710642,서울특별시,송파구,문정2동,1030106,케익/머핀,A,식료품 및 비주류음료
320,201803,2,3,4,1,1,5000,11230560,서울특별시,동대문구,전농제1동,1030104,조리빵류,A,식료품 및 비주류음료
321,201912,1,5,5,1,1,2000,11305534,서울특별시,강북구,삼양동,1010708,봉지라면,A,식료품 및 비주류음료
322,201803,1,7,5,1,1,3000,11560610,서울특별시,영등포구,양평제1동,1030104,조리빵류,A,식료품 및 비주류음료
323,201806,1,6,4,1,2,3000,11710710,서울특별시,송파구,잠실6동,1060101,드링크발효유,A,식료품 및 비주류음료
324,201812,2,2,2,1,1,3000,41150,경기도,의정부시,,8029902,두피/모발관리용품,F,보건
325,201803,2,1,5,1,1,6000,11500620,서울특별시,강서구,공항동,1020401,초코과자초콜릿,A,식료품 및 비주류음료
326,201801,2,2,5,1,1,2000,42130,강원도,원주시,,3020205,헤어왁스/젤/무스,L,기타 상품 및 서비스
327,201802,2,4,4,1,1,6000,11380530,서울특별시,은평구,불광제2동,1060204,저지방우유,A,식료품 및 비주류음료
328,201803,1,5,6,1,2,4000,11230560,서울특별시,동대문구,전농제1동,1070199,기타농산물,A,식료품 및 비주류음료
329,201812,2,4,5,1,2,110000,11350621,서울특별시,노원구,중계1동,1010202,식염,A,식료품 및 비주류음료
330,201905,1,3,4,1,2,4000,11650531,서울특별시,서초구,서초4동,1010203,케첩,A,식료품 및 비주류음료
331,201802,2,4,5,1,1,9000,11680580,서울특별시,강남구,삼성1동,1070109,과수,A,식료품 및 비주류음료
332,201907,2,4,5,1,2,14000,11650530,서울특별시,서초구,서초3동,1011501,어묵,A,식료품 및 비주류음료
333,201910,1,5,5,1,1,4000,11680630,서울특별시,강남구,대치4동,1070201,달걀,A,식료품 및 비주류음료
334,201912,1,7,5,1,2,4000,11545610,서울특별시,금천구,독산제1동,1060103,호상발효유,A,식료품 및 비주류음료
335,201812,1,4,6,1,1,3000,41390,경기도,시흥시,,1011005,단무지,A,식료품 및 비주류음료
336,201804,1,5,3,1,1,1000,11380690,서울특별시,은평구,진관동,1011106,수산소재류(냉동),A,식료품 및 비주류음료
337,201806,2,6,5,1,1,4000,11440630,서울특별시,마포구,신수동,1070108,조미채소,A,식료품 및 비주류음료
338,201903,2,6,3,1,1,13000,11650540,서울특별시,서초구,잠원동,1020603,소맥스낵,A,식료품 및 비주류음료
339,201804,2,4,4,1,4,10000,11470550,서울특별시,양천구,목5동,1020204,젤리,A,식료품 및 비주류음료
340,201812,2,5,5,1,1,4000,11710690,서울특별시,송파구,잠실4동,1020501,반생케익,A,식료품 및 비주류음료
341,201803,2,4,5,1,1,4000,11500620,서울특별시,강서구,공항동,1020604,미과스낵,A,식료품 및 비주류음료
342,201808,1,3,3,1,1,5000,11710680,서울특별시,송파구,잠실3동,1070107,근채류,A,식료품 및 비주류음료
343,201912,2,6,4,1,2,9000,28185,인천광역시,연수구,,1010708,봉지라면,A,식료품 및 비주류음료
344,201808,2,4,3,1,1,1000,11500611,서울특별시,강서구,발산제1동,1011201,분말카레,A,식료품 및 비주류음료
345,201811,2,4,4,1,3,6000,11305534,서울특별시,강북구,삼양동,9029906,헤어액세서리,C,의류 및 신발
346,201808,2,4,5,1,2,10000,11560535,서울특별시,영등포구,영등포동,1050615,어린이음료,A,식료품 및 비주류음료
347,201806,2,5,5,1,1,66000,30200,대전광역시,유성구,,1030103,호빵/찐빵류,A,식료품 및 비주류음료
348,201806,2,4,4,1,1,1000,11140540,서울특별시,중구,회현동,1050103,후레이버탄산,A,식료품 및 비주류음료
349,201908,2,4,3,1,1,17000,11710710,서울특별시,송파구,잠실6동,1040103,홈 아이스크림,A,식료품 및 비주류음료
350,201907,2,4,5,1,1,4000,41360,경기도,남양주시,,1020701,한과류,A,식료품 및 비주류음료
351,201901,2,4,5,1,1,4000,11560535,서울특별시,영등포구,영등포동,4020302,봉제인형,I,오락 및 문화
352,201801,2,5,5,1,1,4000,11500620,서울특별시,강서구,공항동,1060103,호상발효유,A,식료품 및 비주류음료
353,201807,1,2,5,2,2,1000,11710710,서울특별시,송파구,잠실6동,1080110,탁주,B,주류 및 담배
354,201802,1,4,6,1,1,14000,11380690,서울특별시,은평구,진관동,1070111,콩(숙주)나물,A,식료품 및 비주류음료
355,201805,1,4,5,1,1,2000,11380690,서울특별시,은평구,진관동,3020101,바디클렌저,L,기타 상품 및 서비스
356,201906,2,6,3,1,1,9000,11680580,서울특별시,강남구,삼성1동,2010503,탈취제,E,가정용품 및 가사 서비스
357,201801,2,4,5,1,1,7000,11380625,서울특별시,은평구,역촌동,1011309,다시마,A,식료품 및 비주류음료
358,201910,2,4,5,1,1,5000,11560535,서울특별시,영등포구,영등포동,1080114,민속주,B,주류 및 담배
359,201809,2,5,6,1,2,1000,11215840,서울특별시,광진구,자양제3동,1070106,엽채류,A,식료품 및 비주류음료
360,201801,2,4,5,1,2,6000,11650530,서울특별시,서초구,서초3동,1010714,파스타류,A,식료품 및 비주류음료
361,201911,1,4,5,1,1,1000,11650530,서울특별시,서초구,서초3동,1010709,용기라면,A,식료품 및 비주류음료
362,201810,2,4,6,1,2,9000,11530530,서울특별시,구로구,구로제2동,1011105,농산소재류(냉동),A,식료품 및 비주류음료
363,201908,2,5,3,1,1,10000,41610,경기도,광주시,,1011601,일반두부,A,식료품 및 비주류음료
364,201910,1,6,4,1,1,19000,11620745,서울특별시,관악구,삼성동,1010603,베이컨류,A,식료품 및 비주류음료
365,201805,2,4,5,1,1,10000,11380690,서울특별시,은평구,진관동,2020102,고양이먹이,E,가정용품 및 가사 서비스
366,201808,1,4,3,1,1,4000,44800,충청남도,홍성군,,6111001,키보드,L,기타 상품 및 서비스
367,201901,2,3,3,1,1,3000,11440585,서울특별시,마포구,도화동,4020305,액세서리완구및소품,I,오락 및 문화
368,201801,1,3,4,1,2,29000,30200,대전광역시,유성구,,1050202,저과즙음료,A,식료품 및 비주류음료
369,201902,2,4,4,1,1,7000,11290780,서울특별시,성북구,장위제3동,3020101,바디클렌저,L,기타 상품 및 서비스
370,201802,2,5,6,1,1,8000,11410585,서울특별시,서대문구,신촌동,3030104,네일케어관련용품,L,기타 상품 및 서비스
371,201908,2,5,4,1,2,3000,11710642,서울특별시,송파구,문정2동,1050801,생수,A,식료품 및 비주류음료
372,201809,2,6,5,1,1,4000,41830,경기도,양평군,,4029903,학습놀이책,I,오락 및 문화
373,201804,2,4,5,1,1,6000,41273,경기도,안산시 단원구,,10010104,야구공/배트/글러브,I,오락 및 문화
374,201805,2,4,5,1,1,3000,11380690,서울특별시,은평구,진관동,1010601,소시지류,A,식료품 및 비주류음료
375,201901,2,5,5,1,5,2000,11650530,서울특별시,서초구,서초3동,2010306,물티슈,E,가정용품 및 가사 서비스
376,201811,2,3,5,1,1,20000,11140540,서울특별시,중구,회현동,1011107,축산소재류(냉장/냉동),A,식료품 및 비주류음료
377,201812,2,4,3,1,1,7000,29140,광주광역시,서구,,1011107,축산소재류(냉장/냉동),A,식료품 및 비주류음료
378,201805,2,4,4,1,3,1000,11230570,서울특별시,동대문구,전농제2동,4020505,보드/카드게임,I,오락 및 문화
379,201810,1,6,4,1,1,2000,11560540,서울특별시,영등포구,여의동,2010503,탈취제,E,가정용품 및 가사 서비스
380,201803,1,5,5,1,1,18000,11140540,서울특별시,중구,회현동,1010402,후추가루,A,식료품 및 비주류음료
381,201909,2,4,3,1,1,40000,41285,경기도,고양시 일산동구,,1070106,엽채류,A,식료품 및 비주류음료
382,201809,1,5,5,2,1,1000,11350621,서울특별시,노원구,중계1동,1030102,과자빵류,A,식료품 및 비주류음료
383,201911,2,6,6,1,2,6000,11200560,서울특별시,성동구,행당제1동,1070105,과채류,A,식료품 및 비주류음료
384,201910,1,3,5,1,1,5000,29200,광주광역시,광산구,,1011801,간편카레류,A,식료품 및 비주류음료
385,201911,1,3,3,1,1,5000,11320690,서울특별시,도봉구,방학제1동,5010704,일회용위생장갑,E,가정용품 및 가사 서비스
386,201904,2,2,6,1,1,10000,11710642,서울특별시,송파구,문정2동,2010201,세탁세제,E,가정용품 및 가사 서비스
387,201810,1,5,5,1,1,6000,11560610,서울특별시,영등포구,양평제1동,1080101,맥주,B,주류 및 담배
388,201907,2,5,5,1,2,21000,11290780,서울특별시,성북구,장위제3동,1080101,맥주,B,주류 및 담배
389,201802,2,5,5,1,1,2000,41273,경기도,안산시 단원구,,1010516,포도씨유,A,식료품 및 비주류음료
390,201807,2,4,4,1,3,11000,11710680,서울특별시,송파구,잠실3동,1010601,소시지류,A,식료품 및 비주류음료
391,201804,2,5,4,1,1,2000,11680610,서울특별시,강남구,대치2동,1050802,탄산수,A,식료품 및 비주류음료
392,201808,2,5,2,1,1,2000,11440630,서울특별시,마포구,신수동,1070102,서류,A,식료품 및 비주류음료
393,201809,2,5,4,1,1,2000,28237,인천광역시,부평구,,1060103,호상발효유,A,식료품 및 비주류음료
394,201904,2,4,2,1,1,2000,11710642,서울특별시,송파구,문정2동,1010601,소시지류,A,식료품 및 비주류음료
395,201812,2,4,6,1,1,2000,11710710,서울특별시,송파구,잠실6동,1011107,축산소재류(냉장/냉동),A,식료품 및 비주류음료
396,201805,2,3,5,1,1,10000,11350621,서울특별시,노원구,중계1동,1011808,간편식육제품류,A,식료품 및 비주류음료
397,201912,2,4,4,2,1,5000,11710710,서울특별시,송파구,잠실6동,1060201,후레쉬우유,A,식료품 및 비주류음료
398,201907,1,6,4,1,1,8000,11320670,서울특별시,도봉구,쌍문제2동,1011601,일반두부,A,식료품 및 비주류음료
399,201803,2,6,4,1,1,24000,11710670,서울특별시,송파구,잠실2동,1060201,후레쉬우유,A,식료품 및 비주류음료
400,201809,2,4,4,1,1,4000,11650610,서울특별시,서초구,방배2동,1020502,초코파이,A,식료품 및 비주류음료
401,201909,2,5,3,1,1,21000,11350621,서울특별시,노원구,중계1동,1011301,건오징어류,A,식료품 및 비주류음료
402,201909,2,7,5,1,2,3000,41463,경기도,용인시 기흥구,,1070303,굴조개류,A,식료품 및 비주류음료
403,201911,2,4,4,1,1,1000,11545610,서울특별시,금천구,독산제1동,1060201,후레쉬우유,A,식료품 및 비주류음료
404,201801,1,2,3,1,2,5000,11215870,서울특별시,광진구,구의제3동,1070302,미가공해수어,A,식료품 및 비주류음료
405,201801,2,6,5,1,1,1000,11560700,서울특별시,영등포구,대림제1동,1011106,수산소재류(냉동),A,식료품 및 비주류음료
406,201905,1,3,4,1,3,16000,11680700,서울특별시,강남구,세곡동,1011107,축산소재류(냉장/냉동),A,식료품 및 비주류음료
407,201803,2,4,3,1,1,1000,11200570,서울특별시,성동구,행당제2동,1050401,원두커피,A,식료품 및 비주류음료
408,201805,2,4,3,1,1,2000,11710670,서울특별시,송파구,잠실2동,1011306,김,A,식료품 및 비주류음료
409,201907,2,3,5,1,1,3000,11320690,서울특별시,도봉구,방학제1동,2010103,구강청량제,E,가정용품 및 가사 서비스
410,201912,2,5,4,1,1,1000,11560535,서울특별시,영등포구,영등포동,1010903,삼각김밥류,A,식료품 및 비주류음료
411,201908,2,5,4,1,1,6000,11470550,서울특별시,양천구,목5동,1010709,용기라면,A,식료품 및 비주류음료
412,201810,2,5,4,1,1,13000,11305575,서울특별시,강북구,삼각산동,1110101,한식,A,식료품 및 비주류음료
413,201806,1,4,6,1,1,1000,11680590,서울특별시,강남구,삼성2동,1020704,씨리얼,A,식료품 및 비주류음료
414,201810,2,4,5,1,1,5000,11380690,서울특별시,은평구,진관동,1010708,봉지라면,A,식료품 및 비주류음료
415,201811,2,2,4,1,1,10000,41570,경기도,김포시,,1020404,초코바,A,식료품 및 비주류음료
416,201811,2,5,4,1,2,12000,11560610,서울특별시,영등포구,양평제1동,1010801,농산물 병/통조림,A,식료품 및 비주류음료
417,201801,2,4,6,1,1,3000,11680590,서울특별시,강남구,삼성2동,1020301,소프트비스켓,A,식료품 및 비주류음료
418,201907,1,3,5,1,2,13000,11380690,서울특별시,은평구,진관동,1010903,삼각김밥류,A,식료품 및 비주류음료
419,201910,2,4,3,1,1,7000,11500620,서울특별시,강서구,공항동,1070111,콩(숙주)나물,A,식료품 및 비주류음료
420,201907,2,5,4,1,1,5000,11620630,서울특별시,관악구,남현동,1060201,후레쉬우유,A,식료품 및 비주류음료
421,201907,1,5,6,1,1,10000,11710680,서울특별시,송파구,잠실3동,4020202,조립로봇완구,I,오락 및 문화
422,201912,2,5,4,1,1,1000,11200570,서울특별시,성동구,행당제2동,1020301,소프트비스켓,A,식료품 및 비주류음료
423,201908,2,5,5,1,1,5000,11680565,서울특별시,강남구,청담동,1050102,콜라,A,식료품 및 비주류음료
424,201801,2,3,5,1,1,9000,11710680,서울특별시,송파구,잠실3동,1050901,스포츠/이온음료,A,식료품 및 비주류음료
425,201810,2,4,5,1,1,3000,11710680,서울특별시,송파구,잠실3동,1070106,엽채류,A,식료품 및 비주류음료
426,201902,1,4,3,1,1,19000,11305534,서울특별시,강북구,삼양동,1070106,엽채류,A,식료품 및 비주류음료
427,201911,1,6,5,1,1,5000,11530540,서울특별시,구로구,구로제3동,2010102,칫솔,E,가정용품 및 가사 서비스
428,201806,2,5,5,1,1,6000,11140540,서울특별시,중구,회현동,2020101,개먹이,E,가정용품 및 가사 서비스
429,201808,2,5,5,1,1,1000,11305534,서울특별시,강북구,삼양동,1050403,커피믹스,A,식료품 및 비주류음료
430,201901,2,3,4,1,1,15000,11710680,서울특별시,송파구,잠실3동,1011501,어묵,A,식료품 및 비주류음료
431,201910,2,3,4,1,1,7000,11350695,서울특별시,노원구,상계6.7동,6030307,토스터기,E,가정용품 및 가사 서비스
432,201902,1,2,5,1,4,51000,11500620,서울특별시,강서구,공항동,1011101,만두류,A,식료품 및 비주류음료
433,201812,2,4,3,1,1,41000,11320690,서울특별시,도봉구,방학제1동,1011102,튀김류,A,식료품 및 비주류음료
434,201906,1,3,3,1,3,5000,41171,경기도,안양시 만안구,,1060101,드링크발효유,A,식료품 및 비주류음료
435,201809,2,4,5,1,3,9000,11380690,서울특별시,은평구,진관동,1011602,순두부,A,식료품 및 비주류음료
436,201807,1,2,5,1,1,2000,11140540,서울특별시,중구,회현동,1011306,김,A,식료품 및 비주류음료
437,201812,2,7,6,1,1,2000,11380690,서울특별시,은평구,진관동,1010212,즉석국류,A,식료품 및 비주류음료
438,201906,2,4,4,1,1,20000,11650530,서울특별시,서초구,서초3동,1010715,떡볶이,A,식료품 및 비주류음료
439,201907,1,4,3,1,2,7000,11230560,서울특별시,동대문구,전농제1동,1069902,치즈,A,식료품 및 비주류음료
440,201904,2,6,2,1,1,2000,11680720,서울특별시,강남구,일원본동,1039999,기타빵/과자류,A,식료품 및 비주류음료
441,201805,2,3,2,1,1,1000,11545610,서울특별시,금천구,독산제1동,1011006,반찬류,A,식료품 및 비주류음료
442,201812,1,5,4,1,1,3000,11545610,서울특별시,금천구,독산제1동,1020603,소맥스낵,A,식료품 및 비주류음료
443,201802,2,6,5,1,1,10000,11320690,서울특별시,도봉구,방학제1동,1011107,축산소재류(냉장/냉동),A,식료품 및 비주류음료
444,201906,2,2,2,1,2,13000,11650510,서울특별시,서초구,서초1동,1011102,튀김류,A,식료품 및 비주류음료
445,201901,1,3,3,1,2,2000,11680720,서울특별시,강남구,일원본동,1070109,과수,A,식료품 및 비주류음료
